0,1,2,3,4,5,6,7,8,9,10,11,12
Baskin Robbins,Time: 10:30 AM to 10:30 PM ,['Desserts'],"QSR, Food Court",400 for two people,,"['Air Conditioned', 'Lift', 'Wifi', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Bombay Toastee,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Italian', 'Chinese']","QSR, Food Court",500 for two people,,,,,,,,
Brahmins' Thatte Idli,Time: 08:00 AM to 09:00 PM ,['South Indian'],QSR,200 for two people,,,,,,,,
Willys Top Cafe,Time: 11:00 AM to 11:00 PM ,['Continental'],"Cafe, Casual Dining",800 for two people,,"['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Parking', 'Cards Accepted', 'Roof Top', 'Live Screening']",,,,,,
Gelato Italiano,Time: 11:00 AM to 11:00 PM ,['Desserts'],,200 for two people,,,,,,,,
Peepai,Time: 12:00 PM to 12:30 AM ,"['North Indian', 'Continental', 'Chinese']",Casual Dining,"1,500 for two people",,"['Smoking Area', 'Air Conditioned', 'Wifi', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,4,,,
Bombay Kulfi,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,200 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Guntur Ruchulu,Time: 12:00 PM to 11:00 PM ,"['Andhra', 'Chinese', 'North Indian']",Casual Dining,700 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
Hotel New Panchavati,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 03:30 PMSunday06:30 PM to 11:00 PMMonday11:30 AM to 03:30 PMMonday06:30 PM to 11:00 PMTuesday11:30 AM to 03:30 PMTuesday06:30 PM to 11:00 PMWednesday11:30 AM to 03:30 PMWednesday06:30 PM to 11:00 PMThursday11:30 AM to 03:30 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 03:30 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 03:30 PMSaturday06:30 PM to 11:00 PM,"['North Indian', 'Chinese']",Casual Dining,600 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Live Screening']",,,,,,
Aaha Andhra,Time: 12:00 PM to 11:00 PM ,"['Andhra', 'Biryani']","QSR, Food Court",800 for two people,,"['Air Conditioned', 'Lift', 'Wifi', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
The Spice Box,Time: 07:00 AM to 10:30 PM ,"['North Indian', 'South Indian']",Casual Dining,800 for two people,,,,,,,,
Paradise Biryani,Time: 11:00 AM to 11:00 PM ,"['Biryani', 'North Indian']",QSR,800 for two people,,['Home Delivery'],,,2.2,,,
Waffle Wallah,Time: 11:00 AM to 11:00 PM ,['Desserts'],"QSR, Food Court",300 for two people,,"['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",,,,,,
Chichaba's Taj,Time: 12:00 PM to 11:30 PM ,"['Biryani', 'North Indian', 'Mughlai']",Casual Dining,600 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
Hunger Kitchen,Time: 07:30 AM to 10:30 PM ,"['North Indian', 'Chinese']",Casual Dining,600 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Venessa,Time: 12:00 PM to 10:30 PM ,,Casual Dining,,"1,200 for two people",,"['Lift', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Roof Top', 'Wallet Accepted']",,,,,
The Sizzler Cafe,Time: 11:00 AM to 11:00 PM ,['Fast Food'],"Cafe, Food Court",500 for two people,,"['Air Conditioned', 'Lift', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Cake Zone,Time: 09:00 AM to 12:00 AM ,['Desserts'],Bakery,600 for two people,"Blueberry Cheesecake, Cupcake, Coffee, Cake Pops, Brownie Chocolate, Cake Jar, Pineapple Cake, Tiramisu","['Home Delivery', 'Cards Accepted']",,,,,,
Potful - Claypot Biryanis,Time: 11:00 AM to 11:00 PM ,"['Biryani', 'North Indian']",QSR,800 for two people,,['Home Delivery'],,,,,,
Al Taza,Time: 12:30 PM to 11:30 PM ,['Lebanese'],QSR,400 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Jaishree Pavilion,Time: 10:00 AM to 11:00 PM ,"['North Indian', 'Andhra', 'Seafood']",Casual Dining,700 for two people,,,,,,,,
Glen's Bake House,Time: 09:00 AM to 11:00 PM ,"['Continental', 'Desserts']",Casual Dining,900 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,5,,,
Pappu Chaiwala Restaurant & Cafe,Time: 08:30 AM to 11:00 PM ,"['Fast Food', 'North Indian', 'Street Food', 'Tea']",Cafe,300 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,,,,
Luo Han,Time:  (Opens at 07:00 PM)Sunday11:00 AM to 03:00 PMSunday07:00 PM to 11:00 PMMonday11:00 AM to 03:00 PMMonday07:00 PM to 11:00 PMTuesday11:00 AM to 03:00 PMTuesday07:00 PM to 11:00 PMWednesday11:00 AM to 03:00 PMWednesday07:00 PM to 11:00 PMThursday11:00 AM to 03:00 PMThursday07:00 PM to 11:00 PMFriday11:00 AM to 03:00 PMFriday07:00 PM to 11:00 PMSaturday11:00 AM to 03:00 PMSaturday07:00 PM to 11:00 PM,"['Chinese', 'Thai']",Casual Dining,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",10 Votes,9 Reviews,2.6,,,
Rolling Waffles,Time: 11:00 AM to 10:30 PM ,['Desserts'],QSR,400 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Naati Sogadu,Time:  (Opens at 07:00 PM)Sunday08:00 AM to 03:30 PMSunday07:00 PM to 11:00 PMTuesday12:00 PM to 04:00 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 04:00 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 04:00 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 04:00 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 04:00 PMSaturday07:00 PM to 11:00 PM,"['North Indian', 'Chinese']",QSR,600 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
Kidambi's Kitchen,Time: 11:00 AM to 10:00 PM ,['South Indian'],Casual Dining,300 for two people,,"['Valet Available', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Roof Top']",,,,,,
Stone House Cafe,Time: 11:30 AM to 10:30 PM ,['Desserts'],Cafe,500 for two people,"Waffles, Sandwich, Pasta, Fries, Sandwiches, Cottage Cheese Pizza, Nutella Shake",2 Votes,No Reviews,4.3,,,,
Desi Aahar,Time: 08:00 AM to 02:30 AM ,"['North Indian', 'Chinese']",QSR,500 for two people,,,,,,,,
Birinz,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:00 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 03:00 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 03:00 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 03:00 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 03:00 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 03:00 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 03:00 PMSaturday07:00 PM to 11:00 PM,"['North Indian', 'Seafood']",QSR,800 for two people,,"['Home Delivery', 'Cards Accepted']",,,,,,
Subway,Time: 11:00 AM to 11:00 PM ,['Health Food'],"QSR, Food Court",500 for two people,,"['Air Conditioned', 'Lift', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",,,,,,
Brahmins' Thatte Idli,Time: 07:00 AM to 08:30 PM ,['South Indian'],"Opening Soon, QSR",200 for two people,,,,,,,,
Swathi Gardenia,Time:  (Opens at 06:00 PM)Sunday10:00 AM to 04:00 PMSunday06:00 PM to 10:30 PMMonday10:00 AM to 04:00 PMMonday06:00 PM to 10:30 PMTuesday10:00 AM to 04:00 PMTuesday06:00 PM to 10:30 PMWednesday10:00 AM to 04:00 PMWednesday06:00 PM to 10:30 PMThursday10:00 AM to 04:00 PMThursday06:00 PM to 10:30 PMFriday10:00 AM to 04:00 PMFriday06:00 PM to 10:30 PMSaturday10:00 AM to 04:00 PMSaturday06:00 PM to 10:30 PM,"['Andhra', 'North Indian', 'Chinese']",Casual Dining,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Roof Top']",4 Votes,2 Reviews,4.8,,,
Mise En Place Cafe,Time: 10:00 AM to 09:00 PM ,"['Fast Food', 'Goan', 'Desserts', 'Beverages']",Cafe,700 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Wallet Accepted']",,,,,,
Awara cafe,Time: 12:00 PM to 11:30 PM ,"['Chinese', 'Thai']",Cafe,600 for two people,,['Cards Accepted'],,,,,,
Maggi N Maggi House,Time: 02:30 PM to 04:00 AM ,['Fast Food'],QSR,400 for two people,,,,,,,,
Sweet Chariot,Time: 11:00 AM to 10:00 PM ,"['Desserts', 'Fast Food']",QSR,400 for two people,,"['Air Conditioned', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Easy Bites,Time: 12:00 PM to 03:00 AM ,"['Fast Food', 'Burger']",QSR,400 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Burger Bite House,Time: 10:00 AM to 11:00 PM ,"['Fast Food', 'Italian', 'North Indian']",QSR,500 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
Belgian Waffle Factory,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,400 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Polar Bear,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,200 for two people,,,,,,,,
Cafe Coffee Day,Time: 09:00 AM to 11:00 PM ,"['Beverages', 'Fast Food']",,900 for two people,,"Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.",,"['Air Conditioned', 'Wifi', 'Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,5,
Atthemane's Biriyani Palace,Time: 11:30 AM to 11:30 PM ,"['North Indian', 'Biryani', 'Chinese']",QSR,800 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,1,,,
St. Mary's Fast Food,Time: 11:30 AM to 11:00 PM ,,QSR,,200 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,
Ice Corner,Time: 12:00 PM to 03:00 AM ,['Desserts'],QSR,300 for two people,,,,,,,,
Kritunga Restaurant,Time:  (Opens at 07:00 PM)Sunday11:00 AM to 04:00 PMSunday07:00 PM to 11:00 PMMonday11:00 AM to 04:00 PMMonday07:00 PM to 11:00 PMTuesday11:00 AM to 04:00 PMTuesday07:00 PM to 11:00 PMWednesday11:00 AM to 04:00 PMWednesday07:00 PM to 11:00 PMThursday11:00 AM to 04:00 PMThursday07:00 PM to 11:00 PMFriday11:00 AM to 04:00 PMFriday07:00 PM to 11:00 PMSaturday11:00 AM to 04:00 PMSaturday07:00 PM to 11:00 PM,"['Andhra', 'Biryani']",Casual Dining,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Private Dining Available']",9 Votes,1 Reviews,4.8,,,
Facebake,Time: 11:00 AM to 11:00 PM ,,"QSR, Bakery",,400 for two people,,"['Air Conditioned', 'Parking', 'Cards Accepted']",,,,,
Sharma's Punjabi Restaurant,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 03:30 PMSunday06:30 PM to 11:00 PMMonday11:30 AM to 03:30 PMMonday06:30 PM to 11:00 PMTuesday11:30 AM to 03:30 PMTuesday06:30 PM to 11:00 PMWednesday11:30 AM to 03:30 PMWednesday06:30 PM to 11:00 PMThursday11:30 AM to 03:30 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 03:30 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 03:30 PMSaturday06:30 PM to 11:00 PM,"['North Indian', 'Mughlai']",Casual Dining,500 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Keventers,Time: 11:00 AM to 12:00 AM ,['Desserts'],QSR,400 for two people,,['Cards Accepted'],,,,,,
Lambsters,Time: 11:30 AM to 12:30 AM ,"['Chinese', 'North Indian']",Casual Dining,700 for two people,,"['Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
A2B Veg - Adyar Ananda Bhavan,Time: 07:00 AM to 11:00 PM ,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",QSR,800 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Five Star Chicken,Time: 11:00 AM to 11:00 PM ,['Fast Food'],QSR,300 for two people,,,,,,,,
MRA Bakers And Confectionary,Time: 12:00 PM to 02:30 AM ,"['Desserts', 'Fast Food']","QSR, Bakery",300 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Instacrave,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'North Indian']",QSR,800 for two people,,,,,,,,
Kolkata Famous Kati Roll,Time: 10:00 AM to 11:00 PM ,['Fast Food'],QSR,200 for two people,,,,,,,,
Happy Endings,Time: 11:00 AM to 10:00 PM ,['Desserts'],"Cafe, Bakery",300 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Live Screening']",3 Votes,1 Reviews,4,,,
Mani's Dum Biryani,Time: 11:00 AM to 12:00 AM ,['Biryani'],QSR,500 for two people,,,,,,,,
Nizaam Kato Rolls Hotel,Time: 11:00 AM to 11:00 PM ,['North Indian'],Casual Dining,400 for two people,"Rolls, Paratha, Chicken Chaap, Kathi Roll, Chicken Egg Roll, Mutton Biryani",,,,,,,
Night Booze Bar & Restaurant,Time: 12:00 PM to 11:30 PM ,"['North Indian', 'Chinese']",Casual Dining,600 for two people,,,,,,,,
No More Hungry,Time: 11:00 AM to 11:00 PM ,['North Indian'],Casual Dining,400 for two people,"Paratha, Thali, Lassi, Litti, Pav Bhaji, Chole Bhature",,,,,,,
Just Bake,Time: 10:30 AM to 11:30 PM ,['Desserts'],"QSR, Bakery",400 for two people,,,,,,,,
Coast N Kebabs,Time: 11:30 AM to 11:30 PM ,"['Chinese', 'North Indian', 'Mangalorean']",Casual Dining,500 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Empire Restaurant,Time: 11:00 AM to 03:00 AM ,"['Biryani', 'Mughlai', 'South Indian', 'Chinese', 'North Indian']",Casual Dining,800 for two people,"Chicken Varuval, Oreo Shake, Spicy Food, Naan, Ghee Rice, Salad.","['Home Delivery', 'Parking', 'Wallet Accepted']",,,,,,
Just Bake,Time: 11:00 AM to 10:00 PM ,['Desserts'],QSR,400 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Donne Biryani Mane,Time:  (Opens at 11:00 AM)Sunday11:00 AM to 03:30 PMMonday11:00 AM to 03:30 PMTuesday11:00 AM to 03:30 PMWednesday11:00 AM to 03:30 PMThursday11:00 AM to 03:30 PMFriday11:00 AM to 03:30 PMSaturday11:00 AM to 03:30 PM,['Biryani'],Casual Dining,400 for two people,"Chicken Kebab, Donne Biryani",,,,,,,
The Biryani Story,Time: 02:00 PM to 02:00 AM ,"['Andhra', 'Biryani']",QSR,800 for two people,,['Home Delivery'],,,,,,
Kruthani Restaurant,Time: 08:00 AM to 11:00 PM ,"['North Indian', 'Chinese']",Casual Dining,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",2 Votes,No Reviews,5,,,
Lobby Lounge,Time: 08:00 AM to 12:00 AM ,"['Continental', 'Italian', 'North Indian']","5 Star, Casual Dining, Bar","2,000 for two people",,"['Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Keventers,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,400 for two people,,['Cards Accepted'],,,,,,
Rock View Family Restaurant,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'North Indian']",Casual Dining,800 for two people,"Onion Pakora, Finger Chips, Capsicum Pakora, Fried Egg, Veg Manchurian.","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",1 Votes,No Reviews,5,,,
Mayur,Time:  (Opens at 06:30 PM)Sunday12:00 PM to 03:30 PMSunday06:30 PM to 10:30 PMMonday12:00 PM to 03:30 PMMonday06:30 PM to 10:30 PMTuesday12:00 PM to 03:30 PMTuesday06:30 PM to 10:30 PMWednesday12:00 PM to 03:30 PMWednesday06:30 PM to 10:30 PMThursday12:00 PM to 03:30 PMThursday06:30 PM to 10:30 PMFriday12:00 PM to 03:30 PMFriday06:30 PM to 10:30 PMSaturday12:00 PM to 03:30 PMSaturday06:30 PM to 10:30 PM,"['Andhra', 'North Indian', 'Chinese']",Casual Dining,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
Chai Point,Time: 11:00 AM to 11:00 PM ,"['Tea', 'Fast Food', 'Street Food']","Cafe, QSR",400 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
Sanky's Burger House,Time: 11:00 AM to 10:30 PM ,"['Burger', 'Fast Food']",Casual Dining,600 for two people,,,,,,,,
Sidra Eatery,Time: 11:00 AM to 11:00 PM ,"['Desserts', 'Fast Food']",Cafe,500 for two people,,"['Air Conditioned', 'Parking']",,,,,,
McDonald's,Time: 09:00 AM to 12:00 AM ,"['Fast Food', 'Burger']",QSR,500 for two people,,['Wallet Accepted'],2 Votes,2 Reviews,4.5,,,
Malabar Day,Time: 10:00 AM to 10:30 PM ,['Street Food'],QSR,400 for two people,,,,,,,,
Cafe Zone,Time: 11:00 AM to 10:00 PM ,"['American', 'Italian']",QSR,300 for two people,,,,,,,,
Cafe Rome,Time: 11:00 AM to 11:00 PM ,"['Continental', 'Italian', 'Desserts', 'Beverages']",Cafe,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,5,,,
The Cuboidal Cafe,Time: 10:00 AM to 10:00 PM ,['Fast Food'],Cafe,600 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Swathi Ring View Restaurant,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 04:00 PMSunday06:30 PM to 11:00 PMMonday11:30 AM to 04:00 PMMonday06:30 PM to 11:00 PMTuesday11:30 AM to 04:00 PMTuesday06:30 PM to 11:00 PMWednesday11:30 AM to 04:00 PMWednesday06:30 PM to 11:00 PMThursday11:30 AM to 04:00 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 04:00 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 04:00 PMSaturday06:30 PM to 11:00 PM,"['Andhra', 'North Indian', 'Chinese', 'Seafood']",Casual Dining,800 for two people,5 Votes,2 Reviews,3.8,,,,,
Daily Sushi,Time: 11:00 AM to 11:00 PM ,"['Japanese', 'Sushi', 'Asian']",Casual Dining,"1,000 for two people",,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",1 Votes,1 Reviews,5,,,
Yahan Chinese And Thai Restaurant,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'Seafood', 'Thai']",QSR,500 for two people,,['Home Delivery'],,,,,,
Oyalo,Time: 11:00 AM to 11:30 PM ,['Pizza'],QSR,400 for two people,,,,,,,,
The Baklava Company,Time: 12:30 PM to 11:30 PM ,['Desserts'],QSR,300 for two people,,,,,,,,
Nawabi Kitchen,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese', 'Mughlai']",Casual Dining,"1,000 for two people",,['Home Delivery'],,,,,,
Lassi Shop,Time: 10:30 AM to 10:30 PM ,"['Beverages', 'Desserts']",QSR,200 for two people,,,,,,,,
Eatapita,Time: 12:30 PM to 11:30 PM ,"['Lebanese', 'Arabian']",QSR,600 for two people,,"['Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
The Kebab House,Time: 02:00 PM to 02:00 AM ,"['Mughlai', 'North Indian']",QSR,"1,100 for two people",,"['Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Danapani,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 03:30 PMSunday06:30 PM to 10:30 PMMonday11:30 AM to 03:30 PMMonday06:30 PM to 10:30 PMTuesday11:30 AM to 03:30 PMTuesday06:30 PM to 10:30 PMWednesday11:30 AM to 03:30 PMWednesday06:30 PM to 10:30 PMThursday11:30 AM to 03:30 PMThursday06:30 PM to 10:30 PMFriday11:30 AM to 03:30 PMFriday06:30 PM to 10:30 PMSaturday11:30 AM to 03:30 PMSaturday06:30 PM to 10:30 PM,"['North Indian', 'Chinese', 'Fast Food', 'South Indian']",Casual Dining,800 for two people,"Creamy Mushroom, American Chopcy, Paneer Tikka, Hara Bara Kebab, Paneer Butter Masala.","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",3 Votes,2 Reviews,3.8,,,
Shake It Off,Time: 11:00 AM to 11:30 PM ,['Fast Food'],QSR,500 for two people,,"['Home Delivery', 'Parking', 'Cards Accepted']",2 Votes,No Reviews,4.5,,,
Home Baked Loveee - HBL,Time: 10:00 AM to 10:00 PM ,['Desserts'],Bakery,400 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
Calicut Restaurant,Time: 07:30 AM to 11:00 PM ,"['Chinese', 'North Indian', 'Seafood', 'South Indian']",,400 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Chai Resto,Time: 07:00 AM to 11:00 PM ,"['Fast Food', 'Tea', 'Street Food']",QSR,300 for two people,,"['Cards Accepted', 'Wallet Accepted']",,,,,,
Sichuan,Time: 11:00 AM to 11:00 PM ,"['Asian', 'Chinese']",QSR,500 for two people,,,,,,,,
Brahmins' Thatte Idli,Time: 07:00 AM to 08:30 PM ,['South Indian'],QSR,200 for two people,,,,,,,,
Cafe Coffee Day,Time: 09:00 AM to 12:00 AM ,"['Beverages', 'Fast Food']",Cafe,900 for two people,"Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.","['Air Conditioned', 'Wifi', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,,,,
David Bar & Restaurant,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese', 'Finger Food']","Casual Dining, Bar",900 for two people,,"['Home Delivery', 'Serves Alcohol', 'Cards Accepted']",,,,,,
Sitara Andhra Style,Time: 11:00 AM to 11:00 PM ,"['Andhra', 'North Indian', 'Chinese']",Casual Dining,600 for two people,1 Votes,No Reviews,3,,,,,
Samosa Singh,Time: 11:00 AM to 11:00 PM ,['Fast Food'],QSR,300 for two people,,,,,,,,
Lambsters Multi Cuisine Restaurant,Time: 11:30 AM to 12:30 AM ,"['Chinese', 'North Indian']",Casual Dining,600 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Hyderabad Biryaani House,Time:  (Opens at 06:00 PM)Sunday10:30 AM to 03:30 PMSunday06:00 PM to 11:00 PMMonday10:30 AM to 03:30 PMMonday06:00 PM to 11:00 PMTuesday10:30 AM to 03:30 PMTuesday06:00 PM to 11:00 PMWednesday10:30 AM to 03:30 PMWednesday06:00 PM to 11:00 PMThursday10:30 AM to 03:30 PMThursday06:00 PM to 11:00 PMFriday10:30 AM to 03:30 PMFriday06:00 PM to 11:00 PMSaturday10:30 AM to 03:30 PMSaturday06:00 PM to 11:00 PM,"['North Indian', 'Chinese']",Casual Dining,700 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",4 Votes,3 Reviews,2.8,,,
Clickety Clack,Time: 08:00 AM to 09:00 PM ,['North Indian'],Cafe,500 for two people,,['Wallet Accepted'],,,,,,
Pratuysh’s Food Plaza,Time: 07:30 AM to 10:30 PM ,"['Chinese', 'North Indian', 'South Indian']",QSR,400 for two people,,"['Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
Cheffu 'N' Stuffu,Time: 11:00 AM to 11:00 PM ,"['Continental', 'Italian']",Casual Dining,600 for two people,"Pizza, Pasta, Paneer Tikka Sandwich, Sandwiches, Chicken Tikki Burger, Waffles, Burgers",3 Votes,2 Reviews,5,,,,
Me And My Cake,Time: All Day Dining ,['Desserts'],"QSR, Bakery",600 for two people,,"['Home Delivery', 'Cards Accepted']",,,,,,
Granma's Kitchen,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'North Indian', 'Fast Food']",Casual Dining,600 for two people,5 Votes,2 Reviews,3.2,,,,,
Habibi Falafel,Time: 08:00 AM to 03:00 AM ,"['Lebanese', 'Middle Eastern']",QSR,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,,,,
MRA Bakers And Confectionary,Time: 12:00 PM to 02:30 AM ,"['Desserts', 'Fast Food']","QSR, Bakery",300 for two people,,"['Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,,,,
Punjab Bistro,Time: 12:00 PM to 10:00 PM ,"['Mughlai', 'North Indian']",Casual Dining,600 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating']",1 Votes,1 Reviews,2,,,
Bombay Kulfi,Time: 11:00 AM to 12:00 AM ,['Desserts'],QSR,200 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
